gender,worthChange,name,timestamp,industry,lastName,uri,imageUri,realTimeWorth,source,realTimePosition,squareImage,realTimeRank,country,age,title,headquarters,state,rank,worth,government,position,pay,managementAssets,salary
M,3.708,George Lucas,1531878901818,Media & Entertainment,Lucas,george-lucas,http://i.forbesimg.com/media/lists/people/george-lucas_100x100.jpg,5459.933,Star Wars,347,//specials-images.forbesimg.com/imageserve/5a8da89f31358e4955adf4c9/416x416.jpg?background=000000&cropX1=261&cropX2=1671&cropY1=219&cropY2=1629,347,United States,74,,CA,California,294,5300.0,,298,,,
M,-0.256,Trevor Rees-Jones,1531878901818,Energy,Rees-Jones,trevor-rees-jones,http://i.forbesimg.com/media/lists/people/trevor-rees-jones_100x100.jpg,4782.24,oil & gas,430,//specials-images.forbesimg.com/imageserve/59d7b0a831358e542c036a26/416x416.jpg?background=000000&cropX1=604&cropX2=1623&cropY1=883&cropY2=1903,430,United States,66,,TX,Texas,294,5300.0,,299,,,
M,0.0,Odd Reitan,1531878901818,Fashion & Retail,Reitan,odd-reitan,http://i.forbesimg.com/media/lists/people/odd-reitan_100x100.jpg,6453.86,"retail, real estate",259,//specials-images.forbesimg.com/imageserve/0fc3dfb2dc821a40556c0f98c7270e14/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=58&cropY2=802,259,Norway,66,,,,294,5300.0,,300,,,
M,0.0,David Sun,1531878901818,Technology,Sun,david-sun,http://i.forbesimg.com/media/lists/people/david-sun_100x100.jpg,6602.917,computer hardware,251,http://specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=60&cropX2=635&cropY1=116&cropY2=691,251,United States,66,"COO, Kingston Technology Corporation",CA,California,294,5300.0,0,301,,,
M,0.0,John Tu,1531878901818,Technology,Tu,john-tu,http://i.forbesimg.com/media/lists/people/john-tu_100x100.jpg,6602.917,computer hardware,252,http://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=95&cropX2=609&cropY1=89&cropY2=603,251,United States,76,"President, Kingston Technology Corporation",CA,California,294,5300.0,0,302,,,
M,-95.343,Benu Gopal Bangur,1531878901818,Manufacturing,Bangur,benu-gopal-bangur,http://i.forbesimg.com/media/lists/people/benu-gopal-bangur_100x100.jpg,5357.944,cement,357,//specials-images.forbesimg.com/imageserve/a2452fb4fb9048a14be1e743af0f06bc/416x416.jpg?background=000000&cropX1=24&cropX2=721&cropY1=0&cropY2=698,357,India,87,,,,303,5200.0,,303,,,
M,-26.333,Juan Francisco Beckmann Vidal,1531878901818,Food and Beverage,Beckmann Vidal,juan-francisco-beckmann-vidal,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4929.988,tequila,410,//specials-images.forbesimg.com/imageserve/5a7fcded31358e4955ad2229/416x416.jpg?background=000000&cropX1=468&cropX2=1472&cropY1=159&cropY2=1163,410,Mexico,78,,,,303,5200.0,,304,,,
M,14.001,Vincent Bollore,1531878901818,Finance and Investments,Bollore,vincent-bollore,http://i.forbesimg.com/media/lists/people/vincent-bollore_100x100.jpg,5690.124,investments,320,//specials-images.forbesimg.com/imageserve/5a7e00d831358e4955ad0b9f/416x416.jpg?background=000000&cropX1=521&cropX2=2885&cropY1=0&cropY2=2362,320,France,66,,,,303,5200.0,,305,,,
M,91.467,John Doerr,1531878901818,Technology,Doerr,john-doerr,http://i.forbesimg.com/media/lists/people/john-doerr_100x100.jpg,8813.939,venture capital,174,//specials-images.forbesimg.com/imageserve/59d598c6a7ea436b47b3752d/416x416.jpg?background=000000&cropX1=692&cropX2=2272&cropY1=1315&cropY2=2896,174,United States,67,"General Partner, Kleiner Perkins Caufield &#38; Byers",CA,California,303,5200.0,0,306,,,
M,0.0,Israel Englander,1531878901818,Finance and Investments,Englander,israel-englander,http://i.forbesimg.com/media/lists/people/israel-englander_100x100.jpg,6000.0,hedge funds,295,//specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropX1=34&cropX2=619&cropY1=60&cropY2=645,295,United States,69,"Founder, Millennium Management, L.L.C.",NY,New York,303,5200.0,0,307,200.0,,
F,25.138,Savitri Jindal,1531878901818,Metals & Mining,Jindal,savitri-jindal,http://i.forbesimg.com/media/lists/people/savitri-jindal_100x100.jpg,7266.048,steel,212,//specials-images.forbesimg.com/imageserve/5a7f4d994bbe6f2652f530c4/416x416.jpg?background=000000&cropX1=0&cropX2=582&cropY1=49&cropY2=631,212,India,68,,,,303,5200.0,,308,,,
M,0.0,Jerry Jones,1531878901818,Sports,Jones,jerry-jones,http://i.forbesimg.com/media/lists/people/jerry-jones_100x100.jpg,5575.0,Dallas Cowboys,332,//specials-images.forbesimg.com/imageserve/5a8da95231358e4955adf510/416x416.jpg?background=000000&cropX1=765&cropX2=3552&cropY1=297&cropY2=3084,332,United States,75,"President and General Manager, Dallas Cowboys",TX,Texas,303,5200.0,0,309,,,
,0.0,Tom & Judy Love,1531878901818,Fashion & Retail,Love,tom-judy-love,http://i.forbesimg.com/media/lists/people/tom-judy-love_100x100.jpg,6443.357,retail & gas stations,261,//specials-images.forbesimg.com/imageserve/59d65c8c31358e542c035e22/416x416.jpg?background=000000&cropX1=447&cropX2=2640&cropY1=319&cropY2=2512,261,United States,81,"Chairman and CEO, Love's Travel Stops and Country Stores",OK,Oklahoma,303,5200.0,0,310,,,
M,0.0,Wolfgang Marguerre,1531878901818,Healthcare,Marguerre,wolfgang-marguerre,http://i.forbesimg.com/media/lists/people/wolfgang-marguerre_100x100.jpg,5979.087,pharmaceuticals,298,//specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,298,Germany,77,,,,303,5200.0,,311,,,
M,0.0,Arnon Milchan,1531878901818,Media & Entertainment,Milchan,arnon-milchan,http://i.forbesimg.com/media/lists/people/arnon-milchan_100x100.jpg,3645.93,movie making,629,//specials-images.forbesimg.com/imageserve/5a7f7a8f31358e4955ad1d1a/416x416.jpg?background=000000&cropX1=121&cropX2=855&cropY1=4&cropY2=738,629,Israel,73,,,,303,5200.0,,312,,,
M,105.42,Pankaj Patel,1531878901818,Healthcare,Patel,pankaj-patel,http://i.forbesimg.com/media/lists/people/pankaj-patel_100x100.jpg,4134.53,pharmaceuticals,531,//specials-images.forbesimg.com/imageserve/5a7f40de31358e4955ad1ab2/416x416.jpg?background=000000&cropX1=754&cropX2=3948&cropY1=7&cropY2=3203,531,India,65,,,,303,5200.0,,313,,,
F,48.329,Maria-Elisabeth Schaeffler-Thumann,1531878901818,Automotive,Schaeffler-Thumann,maria-elisabeth-schaeffler-thumann,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,5409.571,auto parts,353,//specials-images.forbesimg.com/imageserve/5a7e2d4a31358e4955ad1176/416x416.jpg?background=000000&cropX1=248&cropX2=1793&cropY1=112&cropY2=1658,353,Germany,76,,,,303,5200.0,,314,,,
M,0.0,Jim Davis,1531878901818,Manufacturing,Davis,jim-davis,http://i.forbesimg.com/media/lists/people/jim-davis_100x100.jpg,5953.492,New Balance,301,//specials-images.forbesimg.com/imageserve/5a8ddcc64bbe6f2652f62868/416x416.jpg?background=000000&cropX1=2456&cropX2=3916&cropY1=779&cropY2=2238,301,United States,75,"Chairman, New Balance",MA,Massachusetts,315,5100.0,0,315,,,
M,1.125,Oleg Deripaska,1531878901818,Metals & Mining,Deripaska,oleg-deripaska,http://i.forbesimg.com/media/lists/people/oleg-deripaska_100x100.jpg,3437.019,"aluminum, utilities",684,//specials-images.forbesimg.com/imageserve/5a80ae8d4bbe6f2652f53f6a/416x416.jpg?background=000000&cropX1=1051&cropX2=3154&cropY1=565&cropY2=2667,684,Russia,50,,,,315,5100.0,,316,,,
M,64.134,Ivan Glasenberg,1531878901818,Metals & Mining,Glasenberg,ivan-glasenberg,http://i.forbesimg.com/media/lists/people/ivan-glasenberg_100x100.jpg,5470.841,mining,344,//specials-images.forbesimg.com/imageserve/5a8126e8a7ea4316901340b7/416x416.jpg?background=000000&cropX1=500&cropX2=3504&cropY1=0&cropY2=3004,344,Switzerland,61,,,,315,5100.0,,317,,,
M,1.054,"Rupert Johnson, Jr.",1531878901818,Finance and Investments,Johnson,rupert-johnson-jr,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4109.997,money management,538,//specials-images.forbesimg.com/imageserve/57e0693fa7ea430a8a1a0744/416x416.jpg?background=000000&cropX1=0&cropX2=692&cropY1=55&cropY2=748,538,United States,77,"Vice Chairman and Director, Franklin Resources",CA,California,315,5100.0,0,318,,,
M,0.0,Robert Kraft,1531878901818,Sports,Kraft,robert-kraft,http://i.forbesimg.com/media/lists/people/robert-kraft_100x100.jpg,6199.0,New England Patriots,284,//specials-images.forbesimg.com/imageserve/59d59588a7ea436b47b374e0/416x416.jpg?background=000000&cropX1=1168&cropX2=4616&cropY1=395&cropY2=3840,284,United States,77,"Chairman & CEO, The Kraft Group",MA,Massachusetts,315,5100.0,0,319,,,
M,0.0,Kwee family,1531878901818,Real Estate,Kwee,kwee,http://i.forbesimg.com/media/lists/people/kwee_100x100.jpg,5439.217,Real Estate,349,//specials-images.forbesimg.com/imageserve/6c8f2163dc502eb7562971f3f311e036/416x416.jpg?background=000000&cropX1=361&cropX2=3071&cropY1=626&cropY2=3338,349,Singapore,71,,,,315,5100.0,,320,,,
M,64.585,Steven Rales,1531878901818,Manufacturing,Rales,steven-rales,http://i.forbesimg.com/media/lists/people/steven-rales_100x100.jpg,5994.757,manufacturing,296,//specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763,296,United States,67,"Chairman, Danaher",CA,California,315,5100.0,0,321,,,
M,0.0,Juan Roig,1531878901818,Fashion & Retail,Roig,juan-roig,http://i.forbesimg.com/media/lists/people/juan-roig_100x100.jpg,4389.573,supermarkets,480,//specials-images.forbesimg.com/imageserve/5a8113674bbe6f2652f544de/416x416.jpg?background=000000&cropX1=750&cropX2=2447&cropY1=219&cropY2=1917,480,Spain,68,,,,315,5100.0,,322,,,
M,24.364,Bruno Schroder,1531878901818,Finance and Investments,Schroder,bruno-schroder,http://i.forbesimg.com/media/lists/people/bruno-schroder_100x100.jpg,5641.418,banking,323,//specials-images.forbesimg.com/imageserve/5a70f09e4bbe6f2652f40d95/416x416.jpg?background=000000&cropX1=65&cropX2=241&cropY1=0&cropY2=176,323,United Kingdom,85,,,,315,5100.0,,323,,,
M,0.0,David & Frederick Barclay,1531878901818,Diversified,Barclay,david-frederick-barclay,http://i.forbesimg.com/media/lists/people/david-frederick-barclay_100x100.jpg,6084.684,"media, retail",291,//specials-images.forbesimg.com/imageserve/5a8157144bbe6f2652f547cd/416x416.jpg?background=000000&cropX1=331&cropX2=1779&cropY1=13&cropY2=1460,291,United Kingdom,84,,,,324,5000.0,,324,,,
M,2.071,Pierre Bellon,1531878901818,Service,Bellon,pierre-bellon,http://i.forbesimg.com/media/lists/people/pierre-bellon_100x100.jpg,5433.364,food services,350,//specials-images.forbesimg.com/imageserve/5a7dfbc04bbe6f2652f521fb/416x416.jpg?background=000000&cropX1=120&cropX2=1944&cropY1=191&cropY2=2017,350,France,88,,,,324,5000.0,,325,,,
M,0.205,Richard Branson,1531878901818,Diversified,Branson,richard-branson,http://i.forbesimg.com/media/lists/people/richard-branson_100x100.jpg,5076.929,Virgin,386,//specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropX1=1081&cropX2=3606&cropY1=296&cropY2=2820,386,United Kingdom,67,,,,324,5000.0,,326,,,
F,-109.866,Tamara Gustavson,1531878901818,Service,Gustavson,tamara-gustavson,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,5054.613,self storage,393,,393,United States,56,,CA,California,324,5000.0,,327,,,
M,25.202,Henry Kravis,1531878901818,Finance and Investments,Kravis,henry-kravis,http://i.forbesimg.com/media/lists/people/henry-kravis_100x100.jpg,5788.788,private equity,313,//specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropX1=472&cropX2=1681&cropY1=171&cropY2=1380,313,United States,74,"Co-Chair and Co-CEO, KKR &#38; Co.",NY,New York,324,5000.0,0,328,,,
M,0.0,Dan Olsson,1531878901818,Diversified,Olsson,dan-olsson,http://i.forbesimg.com/media/lists/people/dan-olsson_100x100.jpg,5284.048,diversified,362,//specials-images.forbesimg.com/imageserve/d201191c67a794148183778ea76d7076/416x416.jpg?background=000000&cropX1=34&cropX2=677&cropY1=82&cropY2=725,362,Sweden,71,,,,324,5000.0,,329,,,
M,26.376,George Roberts,1531878901818,Finance and Investments,Roberts,george-roberts,http://i.forbesimg.com/media/lists/people/george-roberts_100x100.jpg,5862.075,private equity,306,//specials-images.forbesimg.com/imageserve/59d64f804bbe6f37dda00abe/416x416.jpg?background=000000&cropX1=726&cropX2=3183&cropY1=63&cropY2=2519,306,United States,74,,CA,California,324,5000.0,,330,,,
M,0.0,"Edward Roski, Jr.",1531878901818,Real Estate,Roski,edward-roski-jr,http://i.forbesimg.com/media/lists/people/edward-roski-jr_100x100.jpg,5965.848,real estate,299,//specials-images.forbesimg.com/imageserve/57e0613b4bbe6f6781c525d6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=153&cropY2=897,299,United States,79,"President and Chairman, Majestic Realty, Co.",CA,California,324,5000.0,0,331,,,
M,39.8,Wee Cho Yaw,1531878901818,Finance and Investments,Wee,wee-cho-yaw,http://i.forbesimg.com/media/lists/people/wee-cho-yaw_100x100.jpg,6439.01,banking,262,//specials-images.forbesimg.com/imageserve/5a80f50531358e4955ad2ec8/416x416.jpg?background=000000&cropX1=682&cropX2=3874&cropY1=14&cropY2=3207,262,Singapore,89,,,,324,5000.0,,332,,,
M,-4.132,Sam Zell,1531878901818,Real Estate,Zell,sam-zell,http://i.forbesimg.com/media/lists/people/sam-zell_100x100.jpg,4979.356,"real estate, private equity",400,//specials-images.forbesimg.com/imageserve/55eeed2de4b0ffa7afe46f76/416x416.jpg?background=000000&cropX1=2&cropX2=741&cropY1=145&cropY2=885,400,United States,76,,IL,Illinois,324,5000.0,,333,,,
F,22.099,Shari Arison,1531878901818,Service,Arison,shari-arison,http://i.forbesimg.com/media/lists/people/shari-arison_100x100.jpg,5111.59,Carnival Cruises,384,//specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,384,Israel,60,,,,334,4900.0,,334,,,
F,-16.203,Pollyanna Chu,1531878901818,Finance and Investments,Chu,pollyanna-chu,http://i.forbesimg.com/media/lists/people/pollyanna-chu_100x100.jpg,2460.059,financial services,998,//specials-images.forbesimg.com/imageserve/5a579e67a7ea431690109bda/416x416.jpg?background=000000&cropX1=43&cropX2=570&cropY1=1&cropY2=528,998,Hong Kong,60,,,,334,4900.0,,335,,,
M,-19.824,Chung Mong-Koo,1531878901818,Automotive,Chung,chung-mong-koo,http://i.forbesimg.com/media/lists/people/chung-mong-koo_100x100.jpg,4246.514,motor vehicles,498,//specials-images.forbesimg.com/imageserve/5b15a4284bbe6f74868b8fb9/416x416.jpg?background=000000&cropX1=10&cropX2=3386&cropY1=5&cropY2=3382,498,South Korea,80,"Chairman, Hyundai Motor",,,334,4900.0,0,336,,,
M,0.0,Albert Frere,1531878901818,Finance and Investments,Frere,albert-frere,http://i.forbesimg.com/media/lists/people/albert-frere_100x100.jpg,5961.232,investments,300,//specials-images.forbesimg.com/imageserve/5a7b77a74bbe6f2652f4ee6d/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=64&cropY2=2057,300,Belgium,92,,,,334,4900.0,,337,,,
M,0.442,Kwon Hyuk-Bin,1531878901818,Technology,Kwon,kwon-hyuk-bin,http://i.forbesimg.com/media/lists/people/kwon-hyuk-bin_100x100.jpg,4067.128,online games,546,//specials-images.forbesimg.com/imageserve/553927aae4b0bacdbd748e49/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747,546,South Korea,44,Smilegate Holdings,,,334,4900.0,0,338,,,
,0.0,Philip & Cristina Green,1531878901818,Fashion & Retail,Green,philip-cristina-green,http://i.forbesimg.com/media/lists/people/philip-cristina-green_100x100.jpg,4754.579,fashion retail,435,//specials-images.forbesimg.com/imageserve/5a8160bc31358e4955ad3459/416x416.jpg?background=000000&cropX1=406&cropX2=1705&cropY1=0&cropY2=1299,435,United Kingdom,66,,,,339,4800.0,,339,,,
M,-0.836,Ray Lee Hunt,1531878901818,Energy,Hunt,ray-lee-hunt,http://i.forbesimg.com/media/lists/people/ray-lee-hunt_100x100.jpg,5037.717,"oil, real estate",395,//specials-images.forbesimg.com/imageserve/5605a059e4b0ffa7afe518cd/416x416.jpg?background=000000&cropX1=0&cropX2=374&cropY1=25&cropY2=399,395,United States,75,,TX,Texas,339,4800.0,,340,,,
,0.0,Willi & Isolde Liebherr,1531878901818,Construction & Engineering,Liebherr,willi-isolde-liebherr,http://i.forbesimg.com/media/lists/people/willi-isolde-liebherr_100x100.jpg,6747.834,Construction,241,//specials-images.forbesimg.com/imageserve/5a812de74bbe6f2652f5465b/416x416.jpg?background=000000&cropX1=916&cropX2=3658&cropY1=223&cropY2=2964,241,Switzerland,,,,,339,4800.0,,341,,,
M,-49.149,Lu Zhiqiang,1531878901818,Real Estate,Lu,lu-zhiqiang,http://i.forbesimg.com/media/lists/people/lu-zhiqiang_100x100.jpg,5893.665,real estate,305,//specials-images.forbesimg.com/imageserve/5a7cde8f4bbe6f2652f50e6f/416x416.jpg?background=000000&cropX1=657&cropX2=3484&cropY1=0&cropY2=2826,305,China,65,,,,339,4800.0,,342,,,
M,0.0,John Overdeck,1531878901818,Finance and Investments,Overdeck,john-overdeck,http://i.forbesimg.com/media/lists/people/john-overdeck_100x100.jpg,5480.0,hedge funds,343,//specials-images.forbesimg.com/imageserve/5a8dd57331358e4955adfab7/416x416.jpg?background=000000&cropX1=1830&cropX2=2481&cropY1=47&cropY2=698,342,United States,48,"Co-Founder & Co-Chairman, Two Sigma Investments",NJ,New Jersey,339,4800.0,0,343,375.0,,
M,0.0,David Siegel,1531878901818,Finance and Investments,Siegel,david-siegel-1,http://i.forbesimg.com/media/lists/people/david-siegel-1_100x100.jpg,5480.0,hedge funds,342,//specials-images.forbesimg.com/imageserve/5a8dd482a7ea431690140ad3/416x416.jpg?background=000000&cropX1=1463&cropX2=3000&cropY1=114&cropY2=1650,342,United States,57,"Co-Founder & Co-Chairman, Two Sigma Investments",NY,New York,339,4800.0,0,344,375.0,,
M,0.0,Daniel Ziff,1531878901818,Finance and Investments,Ziff,daniel-ziff,http://i.forbesimg.com/media/lists/people/daniel-ziff_100x100.jpg,4800.0,investments,424,//specials-images.forbesimg.com/imageserve/5a7e352131358e4955ad1283/416x416.jpg?background=000000&cropX1=921&cropX2=1675&cropY1=330&cropY2=1084,424,United States,46,,NY,New York,339,4800.0,,345,,,
M,0.0,Dirk Ziff,1531878901818,Finance and Investments,Ziff,dirk-ziff,http://i.forbesimg.com/media/lists/people/dirk-ziff_100x100.jpg,4800.0,investments,425,//specials-images.forbesimg.com/imageserve/f28727f64bd577600bfc8680b6918a8c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=37&cropY2=781,424,United States,54,,FL,Florida,339,4800.0,,346,,,
M,0.0,Robert Ziff,1531878901818,Finance and Investments,Ziff,robert-ziff,http://i.forbesimg.com/media/lists/people/robert-ziff_100x100.jpg,4800.0,investments,426,http://specials-images.forbesimg.com/imageserve/a79b15bcfbd8937c1b3ece8bea3b6d8e/416x416.jpg?background=000000&cropX1=0&cropX2=715&cropY1=2&cropY2=717,424,United States,51,,NY,New York,339,4800.0,,347,,,
M,0.0,Stanley Druckenmiller,1531878901818,Finance and Investments,Druckenmiller,stanley-druckenmiller,http://i.forbesimg.com/media/lists/people/stanley-druckenmiller_100x100.jpg,4672.0,hedge funds,444,//specials-images.forbesimg.com/imageserve/55fa0f3be4b0ffa7afe4accd/416x416.jpg?background=000000&cropX1=18&cropX2=739&cropY1=206&cropY2=928,444,United States,65,"Founder, Duquesne Family Office",NY,New York,348,4700.0,0,348,300.0,,
M,,Desh Bandhu Gupta,1518125636507,Healthcare,Gupta,desh-bandhu-gupta,http://i.forbesimg.com/media/lists/people/desh-bandhu-gupta_100x100.jpg,,pharmaceuticals,,http://specials-images.forbesimg.com/imageserve/06b81e91f5272914b6e0a8abfc1d3c9c/416x416.jpg?background=000000&cropX1=114&cropX2=744&cropY1=79&cropY2=709,,India,80,,,,348,4700.0,,349,,,
M,0.0,"Paul Tudor Jones, II.",1531878901818,Finance and Investments,Jones,paul-tudor-jones-ii,http://i.forbesimg.com/media/lists/people/paul-tudor-jones-ii_100x100.jpg,4522.4,hedge funds,462,//specials-images.forbesimg.com/imageserve/59d7c9a8a7ea436b47b389b8/416x416.jpg?background=000000&cropX1=284&cropX2=604&cropY1=286&cropY2=606,462,United States,63,"Founder, Tudor Investment Corporation",CT,Connecticut,348,4700.0,0,350,,,
M,-78.52,Lee Shin Cheng,1531878901818,Manufacturing,Lee,lee-shin-cheng,http://i.forbesimg.com/media/lists/people/lee-shin-cheng_100x100.jpg,5009.359,"palm oil, property",397,//specials-images.forbesimg.com/imageserve/e5c176130a3760d9c0d50372abdb3d15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875,397,Malaysia,79,,,,348,4700.0,,351,,,
M,0.146,Denis O'Brien,1531878901818,Telecom,O'Brien,denis-obrien,http://i.forbesimg.com/media/lists/people/denis-obrien_100x100.jpg,4335.463,telecom,492,//specials-images.forbesimg.com/imageserve/5a7f76684bbe6f2652f5329d/416x416.jpg?background=000000&cropX1=530&cropX2=2995&cropY1=10&cropY2=2477,492,Ireland,60,,,,348,4700.0,,352,,,
M,-12.588,Pan Sutong,1531878901818,Real Estate,Pan,pan-sutong,http://i.forbesimg.com/media/lists/people/pan-sutong_100x100.jpg,5211.328,"real estate, finance",371,//specials-images.forbesimg.com/imageserve/5a57a031a7ea431690109c30/416x416.jpg?background=000000&cropX1=0&cropX2=1584&cropY1=133&cropY2=1716,371,Hong Kong,55,,,,348,4700.0,,353,,,
M,93.013,Horst Paulmann,1531878901818,Fashion & Retail,Paulmann,horst-paulmann,http://i.forbesimg.com/media/lists/people/horst-paulmann_100x100.jpg,3871.103,retail,578,//specials-images.forbesimg.com/imageserve/6aa168e1614f8eb78442ac32eba88159/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=129&cropY2=872,578,Chile,83,,,,348,4700.0,,354,,,
M,-15.5,Alejandro Santo Domingo,1531878901818,Food and Beverage,Santo Domingo,alejandro-santo-domingo,http://i.forbesimg.com/media/lists/people/alejandro-santo-domingo_100x100.jpg,4363.788,beer,488,//specials-images.forbesimg.com/imageserve/59d7b38a31358e542c036a6c/416x416.jpg?background=000000&cropX1=234&cropX2=1182&cropY1=220&cropY2=1168,488,United States,41,,NY,New York,348,4700.0,,355,,,
M,-15.505,Andres Santo Domingo,1531878901818,Food and Beverage,Santo Domingo,andres-santo-domingo,http://i.forbesimg.com/media/lists/people/andres-santo-domingo_100x100.jpg,4367.782,beer,486,//specials-images.forbesimg.com/imageserve/59d7b57c31358e542c036ac3/416x416.jpg?background=000000&cropX1=1245&cropX2=2367&cropY1=124&cropY2=1246,486,United States,40,,NY,New York,348,4700.0,,356,,,
M,6.916,Thomas Schmidheiny,1531878901818,Construction & Engineering,Schmidheiny,thomas-schmidheiny,http://i.forbesimg.com/media/lists/people/thomas-schmidheiny_100x100.jpg,4304.345,cement,494,//specials-images.forbesimg.com/imageserve/5a812d2e31358e4955ad317c/416x416.jpg?background=000000&cropX1=731&cropX2=3382&cropY1=17&cropY2=2666,494,Switzerland,72,,,,348,4700.0,,357,,,
M,47.15,Teh Hong Piow,1531878901818,Finance and Investments,Teh,teh-hong-piow,http://i.forbesimg.com/media/lists/people/teh-hong-piow_100x100.jpg,6172.159,banking,285,//specials-images.forbesimg.com/imageserve/5a95531c4bbe6f0fa826ad63/416x416.jpg?background=000000&cropX1=0&cropX2=1775&cropY1=132&cropY2=1908,285,Malaysia,88,,,,348,4700.0,,358,,,
M,0.0,Rinat Akhmetov,1531878901818,Metals & Mining,Akhmetov,rinat-akhmetov,http://i.forbesimg.com/media/lists/people/rinat-akhmetov_100x100.jpg,5516.107,"steel, coal",337,//specials-images.forbesimg.com/imageserve/5a814ec531358e4955ad3316/416x416.jpg?background=000000&cropX1=5&cropX2=1151&cropY1=59&cropY2=1206,337,Ukraine,51,,,,359,4600.0,,359,,,
M,9.305,Pyotr Aven,1531878901818,Energy,Aven,pyotr-aven,http://i.forbesimg.com/media/lists/people/pyotr-aven_100x100.jpg,4825.7,"oil, banking, telecom",422,//specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropX1=0&cropX2=992&cropY1=26&cropY2=1018,422,Russia,63,,,,359,4600.0,,360,,,
F,-46.192,Rahel Blocher,1531878901818,Manufacturing,Blocher,rahel-blocher,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,5142.726,chemicals,379,//specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608,379,Switzerland,42,,,,359,4600.0,,361,,,
M,-32.828,Charles Dolan,1531878901818,Media & Entertainment,Dolan,charles-dolan,http://i.forbesimg.com/media/lists/people/charles-dolan_100x100.jpg,5651.079,cable television,322,//specials-images.forbesimg.com/imageserve/04bf8bc05f398814c72260b756b2fc5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783,322,United States,91,"Chairman and Founder, Cablevision Systems Corp.",NY,New York,359,4600.0,0,362,,,
M,0.0,Laurence Graff,1531878901818,Fashion & Retail,Graff,laurence-graff,http://i.forbesimg.com/media/lists/people/laurence-graff_100x100.jpg,5600.0,diamond jewelry,331,//specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001,331,United Kingdom,80,,,,359,4600.0,,363,,,
M,-6.696,Liu Yonghao,1531878901818,Service,Liu,liu-yonghao,http://i.forbesimg.com/media/lists/people/liu-yonghao_100x100.jpg,4126.937,agribusiness,535,//specials-images.forbesimg.com/imageserve/5a7cdce9a7ea431690130bca/416x416.jpg?background=000000&cropX1=402&cropX2=3421&cropY1=20&cropY2=3036,535,China,66,,,,359,4600.0,,364,,,
M,0.887,Chairul Tanjung,1531878901818,Diversified,Tanjung,chairul-tanjung,http://i.forbesimg.com/media/lists/people/chairul-tanjung_100x100.jpg,3832.12,diversified,589,//specials-images.forbesimg.com/imageserve/5a19af124bbe6f37e6586283/416x416.jpg?background=000000&cropX1=834&cropX2=3445&cropY1=0&cropY2=2614,589,Indonesia,56,,,,359,4600.0,,365,,,
M,-1.959,Zhao Tao,1531878901818,Healthcare,Zhao,zhao-tao,http://i.forbesimg.com/media/lists/people/zhao-tao_100x100.jpg,2261.37,pharmaceuticals,1074,//specials-images.forbesimg.com/imageserve/5a80f59c4bbe6f2652f543c3/416x416.jpg?background=000000&cropX1=315&cropX2=2923&cropY1=563&cropY2=3172,1074,Singapore,52,,,,359,4600.0,,366,,,
