gender,worthChange,name,timestamp,industry,lastName,uri,imageUri,realTimeWorth,source,realTimePosition,squareImage,realTimeRank,country,age,title,headquarters,state,rank,worth,government,position,pay,managementAssets,salary
F,-1.302,Agnete Kirk Thinggaard,1531878901818,Manufacturing,Thinggaard,agnete-kirk-thinggaard,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,5257.415,Lego,365,//specials-images.forbesimg.com/imageserve/5a87083431358e4955ad9fd8/416x416.jpg?background=000000&cropX1=546&cropX2=1857&cropY1=0&cropY2=1312,365,Denmark,,,,,,,,,,,
M,0.0,Alberto Palatchi,1531878901818,Fashion & Retail,Palatchi,alberto-palatchi,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1049.286,wedding dresses,2055,//specials-images.forbesimg.com/imageserve/5a810c2aa7ea431690133fce/416x416.jpg?background=000000&cropX1=937&cropX2=3124&cropY1=206&cropY2=2395,2055,Spain,69,,,,,,,,,,
M,0.483,Alexander Otto,1531878901818,Real Estate,Otto,alexander-otto,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,11505.786,real estate,128,//specials-images.forbesimg.com/imageserve/5a7e04f431358e4955ad0c06/416x416.jpg?background=000000&cropX1=126&cropX2=900&cropY1=176&cropY2=950,128,Germany,51,,,,,,,,,,
M,0.512,Alexander Samwer,1531878901818,Technology,Samwer,alexander-samwer,http://i.forbesimg.com/media/lists/people/alexander-samwer_100x100.jpg,1265.715,tech investments,1813,//specials-images.forbesimg.com/imageserve/5a7e055ea7ea431690131ce8/416x416.jpg?background=000000&cropX1=8&cropX2=1711&cropY1=127&cropY2=1829,1813,Germany,43,"Cofounder, Rocket Internet",,,,,,,,,
M,0.0,Alexey Repik,1531878901818,Healthcare,Repik,alexey-repik,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2114.0,pharmaceuticals,1146,//specials-images.forbesimg.com/imageserve/5a8090244bbe6f2652f53d39/416x416.jpg?background=000000&cropX1=737&cropX2=3371&cropY1=34&cropY2=2667,1146,Russia,38,,,,,,,,,,
M,0.412,Alfred West Jr,1531878901818,Finance and Investments,West,alfred-west-jr,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1057.823,money management,2052,,2052,United States,75,,PA,Pennsylvania,,,,,,,
F,-21.864,Alice Schwartz,1531878901818,Healthcare,Schwartz,alice-schwartz,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,1270.242,biotech,1808,,1808,United States,92,,CA,California,,,,,,,
M,29.724,Amit Burman,1531878901818,Food and Beverage,Burman,amit-burman,http://i.forbesimg.com/media/lists/people/amit-burman_100x100.jpg,1260.963,consumer goods,1818,//specials-images.forbesimg.com/imageserve/5a7f046b31358e4955ad1737/416x416.jpg?background=000000&cropX1=686&cropX2=3522&cropY1=12&cropY2=2848,1818,India,49,,,,,,,,,,
M,-10.328,Anant Asavabhokhin & family,1531878901818,Real Estate,Asavabhokhin,anant-asavabhokhin,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1448.15,real estate,1612,//specials-images.forbesimg.com/imageserve/5ae0e71ca7ea43127982a6f6/416x416.jpg?background=000000&cropX1=909&cropX2=1588&cropY1=17&cropY2=696,1612,Thailand,67,,,,,,,,,,
M,20.875,Andre Koo,1531878901818,Finance and Investments,Koo,andre-koo,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1432.414,financial services,1623,//specials-images.forbesimg.com/imageserve/5a871ca14bbe6f2652f5c25b/416x416.jpg?background=000000&cropX1=4&cropX2=902&cropY1=83&cropY2=981,1623,Taiwan,51,,,,,,,,,,
M,0.0,Andreas Pohl,1531878901818,Finance and Investments,Pohl,andreas-pohl,http://i.forbesimg.com/media/lists/people/andreas-pohl_100x100.jpg,1108.204,mutual funds,1994,,1994,Germany,53,,,,,,,,,,
M,-2.469,Andrei Filatov,1531878901818,Logistics,Filatov,andrei-filatov,http://i.forbesimg.com/media/lists/people/andrei-filatov_100x100.jpg,1155.237,"ports, railway transport",1943,//specials-images.forbesimg.com/imageserve/5a8094b44bbe6f2652f53d5f/416x416.jpg?background=000000&cropX1=1067&cropX2=3230&cropY1=129&cropY2=2291,1943,Russia,46,,,,,,,,,,
M,0.0,Andrey Andreev,1531878901818,Technology,Andreev,andrey-andreev,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1539.0,online dating,1533,//specials-images.forbesimg.com/imageserve/5a809c48a7ea431690133a7f/416x416.jpg?background=000000&cropX1=664&cropX2=2511&cropY1=81&cropY2=1927,1533,United Kingdom,44,,,,,,,,,,
M,3.214,Anton Rabie,1531878901818,Manufacturing,Rabie,anton-rabie,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1409.924,toys,1649,//specials-images.forbesimg.com/imageserve/5a9827414bbe6f0fa82705bd/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=105&cropY2=1305,1649,Canada,46,,,Ontario,,,,,,,
F,-5.273,Anu Aga,1531878901818,Construction & Engineering,Aga,anu-aga,http://i.forbesimg.com/media/lists/people/anu-aga_100x100.jpg,1102.861,engineering,2000,//specials-images.forbesimg.com/imageserve/5a7f0b2fa7ea43169013281b/416x416.jpg?background=000000&cropX1=3&cropX2=174&cropY1=2&cropY2=173,2000,India,75,,,,,,,,,,
M,9.341,Anurang Jain,1531878901818,Manufacturing,Jain,anurang-jain-1,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1535.177,auto parts,1539,,1539,India,56,,,,,,,,,,
M,-24.18,Arash Ferdowsi,1531878901818,Technology,Ferdowsi,arash-ferdowsi,http://i.forbesimg.com/media/lists/people/arash-ferdowsi_100x100.jpg,1268.35,online file storage,1811,,1811,United States,32,,CA,California,,,,,,,
M,26.785,Arvind Poddar,1531878901818,Automotive,Poddar,arvind-poddar,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1943.262,tires,1253,//specials-images.forbesimg.com/imageserve/59cc1d9b31358e542c02fcb0/416x416.jpg?background=000000&cropX1=43&cropX2=2087&cropY1=141&cropY2=2185,1253,India,60,,,,,,,,,,
M,0.0,Ayhan Tosyali,1531878901818,Metals & Mining,Tosyali,ayhan-tosyali,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1191.108,steel,1889,,1889,Turkey,54,,,,,,,,,,
M,0.0,Ayman Hariri,1531878901818,Construction & Engineering,Hariri,ayman-hariri,http://i.forbesimg.com/media/lists/people/ayman-hariri_100x100.jpg,1332.25,"construction, investments",1743,//specials-images.forbesimg.com/imageserve/5a7fc0cca7ea4316901330fe/416x416.jpg?background=000000&cropX1=704&cropX2=2590&cropY1=767&cropY2=2654,1743,Lebanon,40,,,,,,,,,,
M,0.0,Ba Duong Tran & family,1531878901818,Automotive,Tran,ba-duong-tran,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1734.453,automotive,1375,,1375,Vietnam,58,,,,,,,,,,
M,8.746,Banthoon Lamsam & family,1531878901818,Finance and Investments,Lamsam,banthoon-lamsam,http://i.forbesimg.com/media/lists/people/banthoon-lamsam_100x100.jpg,1157.775,banking,1938,//specials-images.forbesimg.com/imageserve/5ad8e8bea7ea432fbc1f6f2f/416x416.jpg?background=000000&cropX1=1091&cropX2=2771&cropY1=434&cropY2=2113,1938,Thailand,65,,,,,,,,,,
M,-5.394,Basudeo Singh,1531878901818,Healthcare,Singh,basudeo-singh,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1002.883,pharmaceuticals,2105,,2105,India,77,,,,,,,,,,
M,0.0,Ben Ashkenazy,1531878901818,Real Estate,Ashkenazy,ben-ashkenazy,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4000.0,real estate,558,//specials-images.forbesimg.com/imageserve/59ef795e4bbe6f37dda1056d/416x416.jpg?background=000000&cropX1=1613&cropX2=3298&cropY1=1291&cropY2=2975,558,United States,48,,NY,New York,,,,,,,
M,0.0,Bert Beveridge,1531878901818,Food and Beverage,Beveridge,bert-beveridge,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2444.182,vodka,1008,//specials-images.forbesimg.com/imageserve/59dfbb6c4bbe6f37dda06543/416x416.jpg?background=000000&cropX1=767&cropX2=1418&cropY1=488&cropY2=1139,1008,United States,56,,TX,Texas,,,,,,,
F,0.0,Bianca Rinehart,1531878901818,Metals & Mining,Rinehart,bianca-rinehart-1,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,1270.625,trust fund,1806,//specials-images.forbesimg.com/imageserve/5a7a4b8da7ea43169012d8be/416x416.jpg?background=000000&cropX1=0&cropX2=1605&cropY1=271&cropY2=1877,1806,Australia,41,,,,,,,,,,
M,-3.381,Bill Adderley & family,1531878901818,Fashion & Retail,Adderley,bill-adderley,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1121.51,home furnishings,1975,,1975,United Kingdom,70,,,,,,,,,,
M,0.0,Bob Gaglardi,1531878901818,Real Estate,Gaglardi,bob-gaglardi,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2005.486,hotels,1210,,1210,Canada,77,,,British Columbia,,,,,,,
M,0.0,Boris Zingarevich,1531878901818,Diversified,Zingarevich,boris-zingarevich,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1035.0,"pulp and paper, diversified",2075,//specials-images.forbesimg.com/imageserve/5ad8b4844bbe6f2310f30482/416x416.jpg?background=000000&cropX1=1177&cropX2=4510&cropY1=247&cropY2=3577,2075,Russia,59,,,,,,,,,,
M,17.978,Bradley Jacobs,1531878901818,Logistics,Jacobs,bradley-jacobs,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2576.377,logistics,952,//specials-images.forbesimg.com/imageserve/5a9ee3204bbe6f0fa82788fa/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=23&cropY2=1224,952,United States,62,,CT,Connecticut,,,,,,,
M,-1.282,Brett Blundy,1531878901818,Fashion & Retail,Blundy,brett-blundy,http://i.forbesimg.com/media/lists/people/brett-blundy_100x100.jpg,1318.742,"retail, agribusiness",1757,//specials-images.forbesimg.com/imageserve/56a03e89e4b0ed854f529426/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=232&cropY2=976,1757,Australia,58,,,,,,,,,,
F,3.692,Bu Yang,1531878901818,Fashion & Retail,Bu,bu-yang,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,1224.985,retail,1847,,1847,China,,,,Jiangsu,,,,,,,
M,-91.045,Cai Dongchen,1531878901818,Healthcare,Cai,cai-dongchen,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4055.108,pharmaceuticals,550,//specials-images.forbesimg.com/imageserve/5a8df4f031358e4955adff5c/416x416.jpg?background=000000&cropX1=103&cropX2=948&cropY1=5&cropY2=851,550,China,65,,,Hebei,,,,,,,
F,0.0,Carolyn Rafaelian,1531878901818,Fashion & Retail,Rafaelian,carolyn-rafaelian,http://i.forbesimg.com/media/lists/people/carolyn-rafaelian_100x100.jpg,1000.0,jewelry,2109,//specials-images.forbesimg.com/imageserve/591c59444bbe6f1b730a5366/416x416.jpg?background=000000&cropX1=408&cropX2=1184&cropY1=176&cropY2=952,2108,United States,51,,RI,Rhode Island,,,,,,,
M,0.0,Changpeng Zhao,1531878901818,Finance and Investments,Zhao,changpeng-zhao,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1393.0,cryptocurrency,1670,//specials-images.forbesimg.com/imageserve/5a7d26554bbe6f2652f51297/416x416.jpg?background=000000&cropX1=789&cropX2=3360&cropY1=97&cropY2=2670,1670,China,,,,,,,,,,,
M,0.0,Charles Butt & family,1531878901818,Fashion & Retail,Butt,charles-butt,http://i.forbesimg.com/media/lists/people/charles-butt_100x100.jpg,10700.0,supermarkets,139,,139,United States,80,,TX,Texas,,,,,,,
M,0.0,Charles Cadogan & family,1531878901818,Real Estate,Cadogan,charles-cadogan,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,7258.897,real estate,214,,214,United Kingdom,81,,,,,,,,,,
M,5.713,Chatri Sophonpanich & family,1531878901818,Finance and Investments,Sophonpanich,chatri-sophonpanich,http://i.forbesimg.com/media/lists/people/chatri-sophonpanich_100x100.jpg,1333.885,banking,1741,//specials-images.forbesimg.com/imageserve/cfcee55f6c0707bdb12d329605e35c7f/416x416.jpg?background=000000&cropX1=153&cropX2=625&cropY1=195&cropY2=667,1741,Thailand,84,,,,,,,,,,
M,-16.656,Chen Bo & family,1531878901818,Energy,Chen,chen-bo,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1067.349,wind power generation,2043,,2043,China,47,,,Ningxia,,,,,,,
M,-2.703,Chen Shiliang,1531878901818,Manufacturing,Chen,chen-shiliang,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1150.958,polyester,1947,,1947,China,54,,,Zhejiang,,,,,,,
M,-2.261,Chen Tianqiao,1531878901818,Technology,Chen,chen-tianqiao,http://i.forbesimg.com/media/lists/people/chen-tianqiao_100x100.jpg,1347.667,online games,1719,,1719,China,45,,CA,California,,,,,,,
F,-35.611,Cheng Cheung Ling,1531878901818,Healthcare,Cheng,cheng-cheung-ling,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,4337.507,pharmaceuticals,491,,491,China,54,,,,,,,,,,
M,0.0,Cheng Wei,1531878901818,Service,Cheng,cheng-wei,http://i.forbesimg.com/media/lists/people/cheng-wei_100x100.jpg,1200.0,ride-hailing service,1877,//specials-images.forbesimg.com/imageserve/59162c8931358e03e5590c24/416x416.jpg?background=000000&cropX1=1046&cropX2=3177&cropY1=126&cropY2=2256,1877,China,35,"Founder and CEO, Didi Chuxing",,Beijing,,,,,,,
M,0.0,Chris Larsen,1531878901818,Finance and Investments,Larsen,chris-larsen,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4624.26,cryptocurrency,451,,451,United States,58,,,,,,,,,,
,-0.001,Chuchat & Daonapa Petaumpai,1531878901818,Finance and Investments,Petaumpai,chuchat-daonapa-petaumpai,http://i.forbesimg.com/media/lists/people/chuchat-daonapa-petaumpai_100x100.jpg,1717.375,motorcycle loans,1401,//specials-images.forbesimg.com/imageserve/592d7a004bbe6f1b730adefd/416x416.jpg?background=000000&cropX1=64&cropX2=354&cropY1=50&cropY2=340,1401,Thailand,65,,,,,,,,,,
M,0.0,Chuck Bundrant,1531878901818,Food and Beverage,Bundrant,chuck-bundrant,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2863.523,fishing,850,//specials-images.forbesimg.com/imageserve/59e64f6331358e542c03d8cd/416x416.jpg?background=000000&cropX1=1815&cropX2=2451&cropY1=349&cropY2=985,850,United States,76,,WA,Washington,,,,,,,
M,0.0,Craig Newmark,1531878901818,Technology,Newmark,craig-newmark,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1305.9,Craigslist,1768,//specials-images.forbesimg.com/imageserve/59079b82a7ea437ada26cf0a/416x416.jpg?background=000000&cropX1=0&cropX2=2148&cropY1=201&cropY2=2348,1768,United States,65,,CA,California,,,,,,,
M,0.0,Dang Yanbao,1531878901818,Metals & Mining,Dang,dang-yanbao,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1007.555,coal,2102,//specials-images.forbesimg.com/imageserve/5a8df6ed31358e4955adff90/416x416.jpg?background=000000&cropX1=548&cropX2=1940&cropY1=74&cropY2=1466,2102,China,45,,,Ningxia,,,,,,,
M,46.961,Daniel Ek,1531878901818,Technology,Ek,daniel-ek,http://i.forbesimg.com/media/lists/people/daniel-ek_100x100.jpg,3088.395,Spotify,775,http://specials-images.forbesimg.com/imageserve/57056521e4b0fd7369a3e12a/416x416.jpg?background=000000&cropX1=85&cropX2=691&cropY1=29&cropY2=635,775,Sweden,35,,,,,,,,,,
M,10.049,Daniel Tsai & family,1531878901818,Finance and Investments,Tsai,daniel-tsai-1,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,8981.0,finance,171,,171,Taiwan,,,,,,,,,,,
M,0.0,David Hall,1531878901818,Automotive,Hall,david-hall,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1000.0,automotive technology,2110,,2108,United States,66,"Cofounder and CEO, Velodyne Lidar",CA,California,,,,,,,
M,0.0,David Xueling Li,1531878901818,Technology,Li,david-xueling-li,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1162.429,live streaming service,1927,,1927,China,45,,,Guangdong,,,,,,,
M,0.0,David Zalik,1531878901818,Technology,Zalik,david-zalik,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2459.0,technology,999,//specials-images.forbesimg.com/imageserve/59e786c6a7ea436b47b40253/416x416.jpg?background=000000&cropX1=1440&cropX2=2563&cropY1=1140&cropY2=2263,999,United States,44,"CEO, GreenSky",GA,Georgia,,,,,,,
M,15.065,Dennis Gillings,1531878901818,Healthcare,Gillings,dennis-gillings,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1353.5,drug testing,1711,,1711,United Kingdom,74,,NC,North Carolina,,,,,,,
M,0.0,Dieter Schaub,1531878901818,Media & Entertainment,Schaub,dieter-schaub,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2055.015,media,1186,,1186,Germany,80,,,,,,,,,,
M,0.0,Dik Wessels,1531878901818,Construction & Engineering,Wessels,dik-wessels,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2621.705,"construction, engineering",937,,937,Netherlands,72,,,,,,,,,,
M,0.0,Don Vultaggio & family,1531878901818,Food and Beverage,Vultaggio,don-vultaggio,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2936.393,AriZona Beverages,834,//specials-images.forbesimg.com/imageserve/59dd43c04bbe6f37dda04a43/416x416.jpg?background=000000&cropX1=2035&cropX2=2775&cropY1=2370&cropY2=3111,834,United States,66,,NY,New York,,,,,,,
M,-7.221,Donald Foss,1531878901818,Automotive,Foss,donald-foss,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1363.738,auto loans,1699,,1699,United States,74,,MI,Michigan,,,,,,,
M,-37.369,Dong Wei,1531878901818,Healthcare,Dong,dong-wei-2,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2730.036,pharmaceuticals,903,,903,China,47,,,Jiangsu,,,,,,,
M,14.0,Douglas Hsu & family,1531878901818,Diversified,Hsu,douglas-hsu,http://i.forbesimg.com/media/lists/people/douglas-hsu_100x100.jpg,1356.927,diversified,1704,//specials-images.forbesimg.com/imageserve/59510d964bbe6f18d786ffe9/416x416.jpg?background=000000&cropX1=652&cropX2=4308&cropY1=8&cropY2=3663,1704,Taiwan,75,,,,,,,,,,
M,-79.62,Du Weimin,1531878901818,Healthcare,Du,du-weimin,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,3665.077,vaccines,621,,621,China,54,,,Guangdong,,,,,,,
M,0.0,Duncan MacMillan,1531878901818,Finance and Investments,MacMillan,duncan-macmillan,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1092.21,Bloomberg LP,2019,//specials-images.forbesimg.com/imageserve/5a971bb731358e79a28a995c/416x416.jpg?background=000000&cropX1=1&cropX2=210&cropY1=7&cropY2=216,2019,United States,80,,NJ,New Jersey,,,,,,,
M,0.0,Edward Johnson IV,1531878901818,Finance and Investments,Johnson,edward-johnson-iv,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,3520.85,money management,666,,666,United States,53,,MA,Massachusetts,,,,,,,
M,-21.098,Eiichi Kuriwada,1531878901818,Logistics,Kuriwada,eiichi-kuriwada,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1170.26,package delivery,1910,//specials-images.forbesimg.com/imageserve/5ac257b7a7ea432fbc1dc9b6/416x416.jpg?background=000000&cropX1=2457&cropX2=3971&cropY1=691&cropY2=2204,1910,Japan,71,,,,,,,,,,
F,-30.975,Elisabeth Badinter & family,1531878901818,Media & Entertainment,Badinter,elisabeth-badinter,http://i.forbesimg.com/media/lists/people/elisabeth-badinter_100x100.jpg,1467.578,advertising,1597,,1597,France,74,,,,,,,,,,
F,0.0,Elizabeth Johnson,1531878901818,Finance and Investments,Johnson,elizabeth-johnson,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,3520.85,money management,667,,666,United States,55,,MA,Massachusetts,,,,,,,
F,0.0,Eren Ozmen,1531878901818,Manufacturing,Ozmen,eren-ozmen,http://i.forbesimg.com/media/lists/people/eren-ozmen_100x100.jpg,1300.0,aerospace,1779,//specials-images.forbesimg.com/imageserve/5a9f20b331358e79a28b2d5f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=168&cropY2=2638,1778,United States,59,,NV,Nevada,,,,,,,
M,52.414,Ernest Garcia II,1531878901818,Automotive,Garcia,ernest-garcia-ii,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4245.62,used cars,499,,499,United States,61,,AZ,Arizona,,,,,,,
M,0.0,Erol Tabanca,1531878901818,Construction & Engineering,Tabanca,erol-tabanca,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1014.268,Construction,2095,,2095,Turkey,61,,,,,,,,,,
M,0.0,Fahd Hariri,1531878901818,Construction & Engineering,Hariri,fahd-hariri,http://i.forbesimg.com/media/lists/people/fahd-hariri_100x100.jpg,1274.714,"construction, investments",1802,//specials-images.forbesimg.com/imageserve/5a7fc1714bbe6f2652f53601/416x416.jpg?background=000000&cropX1=72&cropX2=1140&cropY1=13&cropY2=1082,1802,Lebanon,37,,,,,,,,,,
F,6.086,Fan Hongwei,1531878901818,Energy,Fan,fan-hongwei,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,4627.405,petrochemicals,448,,448,China,51,,,Jiangsu,,,,,,,
M,-10.452,Fang Hongbo,1531878901818,Manufacturing,Fang,fang-hongbo,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,997.475,home appliances,2118,//specials-images.forbesimg.com/imageserve/5a8751a34bbe6f2652f5cacf/416x416.jpg?background=000000&cropX1=863&cropX2=3423&cropY1=109&cropY2=2667,2118,China,51,,,Guangdong,,,,,,,
M,0.0,Fatih Ozmen,1531878901818,Manufacturing,Ozmen,fatih-ozmen,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1302.0,aerospace,1777,//specials-images.forbesimg.com/imageserve/5a9f218d31358e79a28b2d7f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=89&cropY2=2559,1777,United States,60,,NV,Nevada,,,,,,,
M,0.0,Fatih Tosyali,1531878901818,Metals & Mining,Tosyali,fatih-tosyali,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1191.108,steel,1890,,1889,Turkey,52,,,,,,,,,,
M,0.0,Francis Holder,1531878901818,Food and Beverage,Holder,francis-holder,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1167.174,bakeries,1917,//specials-images.forbesimg.com/imageserve/5a7dedf131358e4955ad0a2e/416x416.jpg?background=000000&cropX1=126&cropX2=1289&cropY1=146&cropY2=1309,1917,France,77,,,,,,,,,,
M,-4.23,Francisco Jose Riberas Mera,1531878901818,Manufacturing,Riberas Mera,francisco-jose-riberas-mera,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1965.856,"steel, autoparts",1240,//specials-images.forbesimg.com/imageserve/5a810f404bbe6f2652f544b8/416x416.jpg?background=000000&cropX1=48&cropX2=1351&cropY1=340&cropY2=1642,1240,Spain,54,,,,,,,,,,
M,-41.875,Francois Feuillet,1531878901818,Automotive,Feuillet,francois-feuillet,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1529.745,"motorhomes, RVs",1543,//specials-images.forbesimg.com/imageserve/5a7deeb3a7ea431690131b81/416x416.jpg?background=000000&cropX1=551&cropX2=1315&cropY1=491&cropY2=1255,1543,France,69,,,,,,,,,,
F,217.401,Francoise Bettencourt Meyers & family,1531878901818,Fashion & Retail,Bettencourt Meyers,francoise-bettencourt-meyers,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,48696.033,L'Oreal,14,//specials-images.forbesimg.com/imageserve/5a7def7631358e4955ad0a53/416x416.jpg?background=000000&cropX1=192&cropX2=973&cropY1=69&cropY2=849,14,France,65,,,,,,,,,,
M,0.0,Frank Otto,1531878901818,Fashion & Retail,Otto,frank-otto,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1041.035,retail,2060,,2060,Germany,61,,,,,,,,,,
M,0.0,Frank VanderSloot,1531878901818,Fashion & Retail,VanderSloot,frank-vandersloot,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,3551.238,nutrition and wellness products,657,//specials-images.forbesimg.com/imageserve/5b06f4904bbe6f74868a643b/416x416.jpg?background=000000&cropX1=780&cropX2=2482&cropY1=549&cropY2=2250,657,United States,69,,ID,Idaho,,,,,,,
M,3.53,Frederic Luddy,1531878901818,Technology,Luddy,frederic-luddy,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1034.636,software,2077,//specials-images.forbesimg.com/imageserve/5b0ebc31a7ea436b547ec18d/416x416.jpg?background=000000&cropX1=394&cropX2=3951&cropY1=1397&cropY2=4954,2077,United States,63,"Founder and Chief Product Officer, ServiceNow",CA,California,,,,,,,
M,0.0,Fuat Tosyali,1531878901818,Metals & Mining,Tosyali,fuat-tosyali,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1291.108,steel,1788,,1788,Turkey,55,,,,,,,,,,
F,0.0,Gabriele Volkmann,1531878901818,Automotive,Volkmann,gabriele-volkmann,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,2992.607,auto parts,811,,811,Germany,,,,,,,,,,,
F,20.958,Gabriella Meister & family,1531878901818,Manufacturing,Meister,gabriella-meister,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,5244.122,appliances,369,,369,Germany,70,,,,,,,,,,
M,-1.555,Gao Yunfeng,1531878901818,Manufacturing,Gao,gao-yunfeng,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,1399.59,industrial lasers,1661,//specials-images.forbesimg.com/imageserve/5a8df770a7ea431690141002/416x416.jpg?background=000000&cropX1=187&cropX2=1715&cropY1=102&cropY2=1630,1661,China,51,,,Guangdong,,,,,,,
F,0.0,Ginia Rinehart,1531878901818,Metals & Mining,Rinehart,ginia-rinehart,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,1281.752,trust fund,1793,//specials-images.forbesimg.com/imageserve/5a7a536931358e4955acc865/416x416.jpg?background=000000&cropX1=1187&cropX2=2359&cropY1=97&cropY2=1269,1793,Australia,31,,,,,,,,,,
M,0.0,Giovanni Ferrero,1531878901818,Food and Beverage,Ferrero,giovanni-ferrero,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,21223.367,"Nutella, chocolates",43,,43,Italy,53,,,,,,,,,,
F,4.343,Gretel Packer,1531878901818,Media & Entertainment,Packer,gretel-packer,http://i.forbesimg.com/media/lists/people/gretel-packer_100x100.jpg,1239.096,casinos,1839,//specials-images.forbesimg.com/imageserve/5a7a53f731358e4955acc87a/416x416.jpg?background=000000&cropX1=87&cropX2=946&cropY1=111&cropY2=970,1839,Australia,52,,,,,,,,,,
M,38.63,Hajime Satomi,1531878901818,Gambling & Casinos,Satomi,hajime-satomi,http://i.forbesimg.com/media/lists/people/hajime-satomi_100x100.jpg,1110.017,"video games, pachinko",1991,//specials-images.forbesimg.com/imageserve/5ac2590c31358e4112b68baf/416x416.jpg?background=000000&cropX1=161&cropX2=1456&cropY1=278&cropY2=1573,1991,Japan,76,,,,,,,,,,
